,geometry,avg_temp,avg_min_month,avg_max_month
0,POINT (-179.5 -89.5),-48.47547403971354,-59.104248,-27.165876
1,POINT (-179.5 -88.5),-49.178863525390625,-59.526585,-29.381388
2,POINT (-179.5 -87.5),-47.05609130859375,-57.250343,-28.598877
3,POINT (-179.5 -86.5),-43.71777852376302,-53.913155,-26.282127
4,POINT (-179.5 -85.5),-39.687731424967446,-50.039585,-22.917107
5,POINT (-179.5 -84.5),-27.033772786458332,-37.736164,-10.457051
6,POINT (-179.5 -83.5),-24.366541544596355,-35.78962,-7.0080743
7,POINT (-179.5 -82.5),-26.25879669189453,-38.50865,-7.9099493
8,POINT (-179.5 -81.5),-27.6658935546875,-40.60029,-8.666945
9,POINT (-179.5 -80.5),-28.35144297281901,-41.64085,-9.17158
10,POINT (-179.5 -79.5),-28.050186157226562,-41.292103,-9.421317
11,POINT (-179.5 -78.5),-26.58434295654297,-40.19186,-7.691704
155,POINT (-179.5 65.5),-6.765389760335286,-20.817528,8.989304
156,POINT (-179.5 66.5),-9.958067576090494,-25.53949,8.774673
157,POINT (-179.5 67.5),-11.648731231689453,-27.99279,8.210838
158,POINT (-179.5 68.5),-12.02712631225586,-28.295202,6.8164883
160,POINT (-179.5 70.5),-11.596659342447916,-25.963057,1.3567457
161,POINT (-179.5 71.5),-12.218039194742838,-26.999443,2.963782
180,POINT (-178.5 -89.5),-48.45079040527344,-59.074467,-27.152037
181,POINT (-178.5 -88.5),-49.15999857584635,-59.486538,-29.419691
182,POINT (-178.5 -87.5),-46.97232564290365,-57.125843,-28.635843
183,POINT (-178.5 -86.5),-43.60327657063802,-53.74126,-26.350828
184,POINT (-178.5 -85.5),-38.256317138671875,-48.529785,-21.772985
185,POINT (-178.5 -84.5),-26.627298990885418,-37.253273,-10.366918
186,POINT (-178.5 -83.5),-24.4022954305013,-35.790688,-7.2590346
187,POINT (-178.5 -82.5),-26.386263529459637,-38.650352,-8.136241
188,POINT (-178.5 -81.5),-27.749923706054688,-40.717182,-8.781587
189,POINT (-178.5 -80.5),-28.426778157552082,-41.776993,-9.283786
190,POINT (-178.5 -79.5),-28.12511952718099,-41.444336,-9.5574255
191,POINT (-178.5 -78.5),-26.612271626790363,-40.43628,-7.5443144
335,POINT (-178.5 65.5),-6.51370112101237,-20.01525,7.8410087
336,POINT (-178.5 66.5),-9.787457148234049,-25.352095,8.697651
337,POINT (-178.5 67.5),-10.80990982055664,-27.131395,8.799557
338,POINT (-178.5 68.5),-10.357219696044922,-26.021627,6.755642
341,POINT (-178.5 71.5),-11.960212707519531,-26.629057,2.8215964
360,POINT (-177.5 -89.5),-48.42610168457031,-59.041996,-27.150127
361,POINT (-177.5 -88.5),-49.14007568359375,-59.44083,-29.47707
362,POINT (-177.5 -87.5),-46.85377502441406,-56.96792,-28.630959
363,POINT (-177.5 -86.5),-43.4460194905599,-53.528862,-26.36467
364,POINT (-177.5 -85.5),-35.48986562093099,-45.70223,-19.214191
365,POINT (-177.5 -84.5),-25.88079325358073,-36.44751,-9.852616
366,POINT (-177.5 -83.5),-24.432693481445312,-35.80394,-7.4154577
367,POINT (-177.5 -82.5),-26.504419962565105,-38.802227,-8.249756
368,POINT (-177.5 -81.5),-27.819910685221355,-40.824333,-8.852464
369,POINT (-177.5 -80.5),-28.482706705729168,-41.89201,-9.360186
370,POINT (-177.5 -79.5),-28.204063415527344,-41.60902,-9.661428
371,POINT (-177.5 -78.5),-26.614919026692707,-40.64464,-7.3729167
501,POINT (-177.5 51.5),4.554307301839192,0.43842542,10.201867
515,POINT (-177.5 65.5),-6.918985366821289,-20.477743,7.499643
516,POINT (-177.5 66.5),-10.20161247253418,-25.904182,8.336194
517,POINT (-177.5 67.5),-10.065429051717123,-26.44351,9.321462
518,POINT (-177.5 68.5),-9.88578987121582,-24.995007,5.3852534
521,POINT (-177.5 71.5),-11.59759521484375,-25.865938,1.8940767
540,POINT (-176.5 -89.5),-48.40071105957031,-59.00631,-27.158648
541,POINT (-176.5 -88.5),-49.118611653645836,-59.396645,-29.51878
542,POINT (-176.5 -87.5),-46.69761657714844,-56.776657,-28.568481
543,POINT (-176.5 -86.5),-43.26104227701823,-53.299316,-26.301792
544,POINT (-176.5 -85.5),-34.837964375813804,-45.004673,-18.698217
545,POINT (-176.5 -84.5),-24.018585205078125,-34.542343,-8.137415
546,POINT (-176.5 -83.5),-24.45496114095052,-35.825127,-7.4761386
547,POINT (-176.5 -82.5),-26.61138407389323,-38.954266,-8.281453
548,POINT (-176.5 -81.5),-27.86619822184245,-40.91344,-8.852672
549,POINT (-176.5 -80.5),-28.51892598470052,-41.98704,-9.3938055
550,POINT (-176.5 -79.5),-28.249722798665363,-41.7287,-9.726778
551,POINT (-176.5 -78.5),-26.59502410888672,-40.791878,-7.2309723
586,POINT (-176.5 -43.5),11.892383575439453,8.111686,15.768669
681,POINT (-176.5 51.5),4.416379610697429,0.2794991,10.19195
695,POINT (-176.5 65.5),-7.041923522949219,-20.880272,7.8805146
696,POINT (-176.5 66.5),-9.833059946695963,-25.613333,8.416283
697,POINT (-176.5 67.5),-9.67703119913737,-26.012201,9.02806
720,POINT (-175.5 -89.5),-48.37439982096354,-58.97267,-27.153015
721,POINT (-175.5 -88.5),-49.09818013509115,-59.35738,-29.544163
722,POINT (-175.5 -87.5),-46.47656758626302,-56.526295,-28.414358
723,POINT (-175.5 -86.5),-43.047953287760414,-53.05205,-26.16217
724,POINT (-175.5 -85.5),-35.6936289469401,-45.829063,-19.622606
725,POINT (-175.5 -84.5),-24.691640218098957,-35.186287,-8.891429
726,POINT (-175.5 -83.5),-24.46857198079427,-35.853016,-7.442319
727,POINT (-175.5 -82.5),-26.686228434244793,-39.07451,-8.218208
728,POINT (-175.5 -81.5),-27.899770100911457,-40.9961,-8.803895
729,POINT (-175.5 -80.5),-28.531956990559895,-42.053635,-9.39708
730,POINT (-175.5 -79.5),-28.27637227376302,-41.799488,-9.870567
731,POINT (-175.5 -78.5),-26.55243428548177,-40.810005,-7.327413
874,POINT (-175.5 64.5),-5.1671708424886065,-17.355604,6.9191823
875,POINT (-175.5 65.5),-7.680196126302083,-22.041512,8.390775
876,POINT (-175.5 66.5),-9.519290924072266,-25.231462,7.8591733
877,POINT (-175.5 67.5),-9.747079849243164,-25.68398,7.090218
900,POINT (-174.5 -89.5),-48.34766642252604,-58.942547,-27.129488
901,POINT (-174.5 -88.5),-49.07585144042969,-59.32122,-29.545225
902,POINT (-174.5 -87.5),-46.24649556477865,-56.27179,-28.228544
903,POINT (-174.5 -86.5),-42.73738098144531,-52.7165,-25.882301
904,POINT (-174.5 -85.5),-38.648885091145836,-48.76754,-22.578728
905,POINT (-174.5 -84.5),-25.439483642578125,-35.921467,-9.637704
906,POINT (-174.5 -83.5),-24.47169240315755,-35.882286,-7.324339
907,POINT (-174.5 -82.5),-26.75072987874349,-39.19091,-8.123144
908,POINT (-174.5 -81.5),-27.905537923177082,-40.982975,-8.953653
909,POINT (-174.5 -80.5),-28.521324157714844,-41.993282,-9.735057
910,POINT (-174.5 -79.5),-28.213211059570312,-41.68148,-10.21112
911,POINT (-174.5 -78.5),-26.48725128173828,-40.732014,-7.550614
1042,POINT (-174.5 52.5),4.25248368581136,0.1853244,10.15057
1054,POINT (-174.5 64.5),-5.231248219807942,-17.95567,7.6079235
1055,POINT (-174.5 65.5),-7.91307004292806,-22.679026,8.954577
1056,POINT (-174.5 66.5),-8.997393290201822,-24.70919,7.572423
1057,POINT (-174.5 67.5),-9.64003817240397,-25.145653,5.2376347
1080,POINT (-173.5 -89.5),-48.32209777832031,-58.91669,-27.093401
1081,POINT (-173.5 -88.5),-49.05233256022135,-59.287956,-29.526684
1082,POINT (-173.5 -87.5),-46.05333964029948,-56.059505,-28.055079
1083,POINT (-173.5 -86.5),-42.365308125813804,-52.322067,-25.52722
1084,POINT (-173.5 -85.5),-39.852404276529946,-49.963146,-23.740086
1085,POINT (-173.5 -84.5),-25.15807851155599,-35.64467,-9.269291
1086,POINT (-173.5 -83.5),-24.464495340983074,-35.93188,-7.0378585
1087,POINT (-173.5 -82.5),-26.768636067708332,-39.155365,-8.364948
1088,POINT (-173.5 -81.5),-27.88402557373047,-40.87398,-9.30274
1089,POINT (-173.5 -80.5),-28.486971537272137,-41.904137,-10.038171
1090,POINT (-173.5 -79.5),-28.14044698079427,-41.5596,-10.500939
1091,POINT (-173.5 -78.5),-26.400362650553387,-40.62538,-7.7329054
1234,POINT (-173.5 64.5),-6.202656428019206,-19.306713,7.3112307
1235,POINT (-173.5 65.5),-7.564877192179362,-22.430435,9.168653
1236,POINT (-173.5 66.5),-9.21247927347819,-25.17611,7.5982976
1237,POINT (-173.5 67.5),-9.668987274169922,-24.970041,4.073535
1260,POINT (-172.5 -89.5),-48.29801940917969,-58.889893,-27.069565
1261,POINT (-172.5 -88.5),-49.028279622395836,-59.257862,-29.491005
1262,POINT (-172.5 -87.5),-45.87451171875,-55.867847,-27.866957
1263,POINT (-172.5 -86.5),-41.859031677246094,-51.800724,-25.00275
1264,POINT (-172.5 -85.5),-41.64102427164713,-51.74756,-25.466448
1265,POINT (-172.5 -84.5),-24.296335856119793,-34.788586,-8.308373
1266,POINT (-172.5 -83.5),-24.44690195719401,-35.809677,-7.4311743
1267,POINT (-172.5 -82.5),-26.730562845865887,-38.98857,-8.770963
1268,POINT (-172.5 -81.5),-27.831375122070312,-40.722054,-9.629534
1269,POINT (-172.5 -80.5),-28.429339090983074,-41.785152,-10.31192
1270,POINT (-172.5 -79.5),-28.046035766601562,-41.420135,-10.726315
1271,POINT (-172.5 -78.5),-26.291636149088543,-40.497902,-7.849171
1336,POINT (-172.5 -13.5),25.998214721679688,25.375652,26.35867
1410,POINT (-172.5 60.5),-1.6983310381571453,-11.334727,8.017575
1414,POINT (-172.5 64.5),-5.025483131408691,-17.979206,7.583797
1415,POINT (-172.5 65.5),-6.940677007039388,-21.659264,8.965303
1416,POINT (-172.5 66.5),-9.814376831054688,-26.222027,8.104109
1440,POINT (-171.5 -89.5),-48.27526346842448,-58.862785,-27.05433
1441,POINT (-171.5 -88.5),-49.00580851236979,-59.224617,-29.477709
1442,POINT (-171.5 -87.5),-45.678009033203125,-55.658463,-27.660429
1443,POINT (-171.5 -86.5),-41.07212575276693,-51.00279,-24.177303
1444,POINT (-171.5 -85.5),-42.779093424479164,-52.887814,-26.509811
1445,POINT (-171.5 -84.5),-23.543965657552082,-33.97778,-7.741527
1446,POINT (-171.5 -83.5),-24.420270284016926,-35.659756,-7.874712
1447,POINT (-171.5 -82.5),-26.65215301513672,-38.79362,-9.059451
1448,POINT (-171.5 -81.5),-27.754669189453125,-40.558907,-9.854852
1449,POINT (-171.5 -80.5),-28.348721822102863,-41.65299,-10.491259
1450,POINT (-171.5 -79.5),-27.97350819905599,-41.322735,-10.899117
1451,POINT (-171.5 -78.5),-26.162460327148438,-40.35892,-7.885818
1516,POINT (-171.5 -13.5),26.4189936319987,25.814241,26.815344
1593,POINT (-171.5 63.5),-4.195245107014974,-16.757435,7.785115
1595,POINT (-171.5 65.5),-6.710832595825195,-21.025522,7.7485933
1596,POINT (-171.5 66.5),-9.214014689127604,-25.323761,7.6014605
1620,POINT (-170.5 -89.5),-48.25444539388021,-58.83824,-27.038263
1621,POINT (-170.5 -88.5),-48.98377990722656,-59.189133,-29.476624
1622,POINT (-170.5 -87.5),-45.44602966308594,-55.40275,-27.465626
1623,POINT (-170.5 -86.5),-40.204854329427086,-50.105263,-23.353971
1624,POINT (-170.5 -85.5),-39.3093007405599,-49.378826,-23.144451
1625,POINT (-170.5 -84.5),-23.46522267659505,-33.78792,-8.085829
1626,POINT (-170.5 -83.5),-24.387306213378906,-35.508747,-8.235615
1627,POINT (-170.5 -82.5),-26.556248982747395,-38.58311,-9.302857
1628,POINT (-170.5 -81.5),-27.65606943766276,-40.377018,-10.01713
1629,POINT (-170.5 -80.5),-28.24480438232422,-41.50418,-10.585853
1630,POINT (-170.5 -79.5),-27.889119466145832,-41.233543,-10.965923
1631,POINT (-170.5 -78.5),-26.01055653889974,-40.20934,-7.8232694
1773,POINT (-170.5 63.5),-4.1249574025472,-16.997557,8.320148
1775,POINT (-170.5 65.5),-5.826988220214844,-19.734419,7.376817
1776,POINT (-170.5 66.5),-8.2119140625,-23.887049,7.005677
1800,POINT (-169.5 -89.5),-48.2346445719401,-58.814373,-27.0247
1801,POINT (-169.5 -88.5),-48.9610341389974,-59.153175,-29.47357
1802,POINT (-169.5 -87.5),-45.230977376302086,-55.16426,-27.28544
1803,POINT (-169.5 -86.5),-39.36573282877604,-49.235455,-22.557924
1804,POINT (-169.5 -85.5),-36.650291442871094,-46.634487,-20.771273
1805,POINT (-169.5 -84.5),-23.093409220377605,-33.329903,-8.021642
1806,POINT (-169.5 -83.5),-24.34930419921875,-35.373802,-8.463998
1807,POINT (-169.5 -82.5),-26.434588114420574,-38.35564,-9.452741
1808,POINT (-169.5 -81.5),-27.535888671875,-40.18324,-10.092519
1809,POINT (-169.5 -80.5),-28.117332458496094,-41.339306,-10.588749
1810,POINT (-169.5 -79.5),-27.791598002115887,-41.145966,-10.9330015
1811,POINT (-169.5 -78.5),-25.840301513671875,-40.05459,-7.646816
1953,POINT (-169.5 63.5),-3.6791598002115884,-16.418741,8.756821
1956,POINT (-169.5 66.5),-7.673584620157878,-22.701565,6.0865555
1980,POINT (-168.5 -89.5),-48.21398417154948,-58.78887,-27.013317
1981,POINT (-168.5 -88.5),-48.936737060546875,-59.114426,-29.474382
1982,POINT (-168.5 -87.5),-45.02741495768229,-54.938446,-27.118637
1983,POINT (-168.5 -86.5),-38.54385630289713,-48.370872,-21.829596
1984,POINT (-168.5 -85.5),-36.80322519938151,-46.70005,-21.192005
1985,POINT (-168.5 -84.5),-22.773966471354168,-32.971054,-7.8095717
1986,POINT (-168.5 -83.5),-24.308090209960938,-35.26986,-8.547953
1987,POINT (-168.5 -82.5),-26.30211639404297,-38.13889,-9.48943
1988,POINT (-168.5 -81.5),-27.39453379313151,-39.983936,-10.057718
1989,POINT (-168.5 -80.5),-27.96129099527995,-41.159325,-10.463665
1990,POINT (-168.5 -79.5),-27.709027608235676,-41.117985,-10.759273
1991,POINT (-168.5 -78.5),-25.650538126627605,-39.89767,-7.3428974
2123,POINT (-168.5 53.5),3.8538293838500977,-0.43816066,9.899842
2160,POINT (-167.5 -89.5),-48.195414225260414,-58.765717,-27.003345
2161,POINT (-167.5 -88.5),-48.90924580891927,-59.069,-29.487326
2162,POINT (-167.5 -87.5),-44.83189392089844,-54.685474,-27.106335
2163,POINT (-167.5 -86.5),-37.78453063964844,-47.509995,-21.421986
2164,POINT (-167.5 -85.5),-37.54871114095052,-47.361362,-22.208242
2165,POINT (-167.5 -84.5),-22.555219014485676,-32.70526,-7.6962004
2166,POINT (-167.5 -83.5),-24.263692220052082,-35.19038,-8.512805
2167,POINT (-167.5 -82.5),-26.1611328125,-37.94518,-9.378816
2168,POINT (-167.5 -81.5),-27.228530883789062,-39.77735,-9.893459
2169,POINT (-167.5 -80.5),-27.77195994059245,-40.957527,-10.207961
2170,POINT (-167.5 -79.5),-27.627349853515625,-41.094727,-10.553514
2171,POINT (-167.5 -78.5),-25.440284729003906,-39.668957,-7.2631397
2303,POINT (-167.5 53.5),4.030880928039551,-0.4396467,10.323511
2310,POINT (-167.5 60.5),-1.5882883071899414,-11.70075,9.073548
2315,POINT (-167.5 65.5),-5.168119430541992,-19.305117,9.073547
2340,POINT (-166.5 -89.5),-48.17753601074219,-58.743187,-26.994427
2341,POINT (-166.5 -88.5),-48.87829081217448,-59.000507,-29.583628
2342,POINT (-166.5 -87.5),-44.636077880859375,-54.42905,-27.10683
2343,POINT (-166.5 -86.5),-37.1286875406901,-46.77705,-21.006508
2344,POINT (-166.5 -85.5),-35.44792938232422,-45.196697,-20.283573
2345,POINT (-166.5 -84.5),-22.592371622721355,-32.705574,-7.796134
2346,POINT (-166.5 -83.5),-24.216150919596355,-35.10012,-8.490896
2347,POINT (-166.5 -82.5),-26.012527465820312,-37.76346,-9.16684
2348,POINT (-166.5 -81.5),-27.046305338541668,-39.581505,-9.589667
2349,POINT (-166.5 -80.5),-27.546925862630207,-40.73461,-9.803234
2350,POINT (-166.5 -79.5),-27.42541758219401,-40.79962,-10.612318
2351,POINT (-166.5 -78.5),-25.20591990152995,-39.386562,-7.155877
2483,POINT (-166.5 53.5),3.7685540517171225,-0.64625245,10.025916
2489,POINT (-166.5 59.5),-0.917889674504598,-10.417955,9.434782
2490,POINT (-166.5 60.5),-1.7942463556925456,-12.210845,9.472777
2494,POINT (-166.5 64.5),-3.718839645385742,-16.626478,9.199354
2495,POINT (-166.5 65.5),-5.3961435953776045,-20.205744,11.260433
2496,POINT (-166.5 66.5),-6.516424814860026,-20.932798,7.859908
2498,POINT (-166.5 68.5),-8.196911493937174,-23.697233,7.9240146
2520,POINT (-165.5 -89.5),-48.16148885091146,-58.714367,-27.023426
2521,POINT (-165.5 -88.5),-48.84254455566406,-58.935566,-29.63818
2522,POINT (-165.5 -87.5),-44.47162882486979,-54.218887,-27.071676
2523,POINT (-165.5 -86.5),-36.848864237467446,-46.43842,-20.883062
2524,POINT (-165.5 -85.5),-33.10832722981771,-42.808643,-18.047247
2525,POINT (-165.5 -84.5),-22.55115509033203,-32.644005,-7.7363586
2526,POINT (-165.5 -83.5),-24.164896647135418,-35.017754,-8.411326
2527,POINT (-165.5 -82.5),-25.856793721516926,-37.569416,-8.946786
2528,POINT (-165.5 -81.5),-26.83972422281901,-39.36438,-9.212311
2529,POINT (-165.5 -80.5),-27.283889770507812,-40.332386,-9.828139
2530,POINT (-165.5 -79.5),-27.02593739827474,-40.19618,-10.592911
2531,POINT (-165.5 -78.5),-24.943557739257812,-38.84597,-7.444308
2664,POINT (-165.5 54.5),3.747304598490397,-0.98573536,10.115979
2670,POINT (-165.5 60.5),-1.6342967351277669,-12.228733,10.016262
2671,POINT (-165.5 61.5),-1.9479026794433594,-13.423734,10.918609
2672,POINT (-165.5 62.5),-2.3405844370524087,-13.956171,9.952257
2674,POINT (-165.5 64.5),-4.265428860982259,-17.466702,9.971049
2675,POINT (-165.5 65.5),-5.570269266764323,-20.573767,12.220727
2676,POINT (-165.5 66.5),-6.261594136555989,-20.841063,8.906114
2678,POINT (-165.5 68.5),-8.32681973775228,-24.136328,9.655735
2700,POINT (-164.5 -89.5),-48.1467539469401,-58.69073,-27.036596
2701,POINT (-164.5 -88.5),-48.80308532714844,-58.875008,-29.653042
2702,POINT (-164.5 -87.5),-44.39429219563802,-54.106712,-27.074537
2703,POINT (-164.5 -86.5),-36.13498179117838,-45.67878,-20.264793
2704,POINT (-164.5 -85.5),-31.013341267903645,-40.670578,-16.026918
2705,POINT (-164.5 -84.5),-22.57573954264323,-32.64927,-7.7297177
2706,POINT (-164.5 -83.5),-24.108866373697918,-34.933,-8.308374
2707,POINT (-164.5 -82.5),-25.694040934244793,-37.364243,-8.715615
2708,POINT (-164.5 -81.5),-26.603953043619793,-39.06448,-8.963477
2709,POINT (-164.5 -80.5),-26.983431498209637,-39.86217,-9.868673
2710,POINT (-164.5 -79.5),-26.623873392740887,-39.60517,-10.487721
2711,POINT (-164.5 -78.5),-24.65515645345052,-38.24571,-7.727518
2844,POINT (-164.5 54.5),3.4792359670003257,-1.5313207,10.256896
2850,POINT (-164.5 60.5),-1.6301676432291667,-12.727086,11.043959
2851,POINT (-164.5 61.5),-1.8496640523274739,-15.060817,12.827787
2852,POINT (-164.5 62.5),-2.318200429280599,-14.747592,12.202402
2853,POINT (-164.5 63.5),-2.9036356608072915,-14.718759,9.543211
2854,POINT (-164.5 64.5),-3.98624324798584,-17.16288,10.645022
2855,POINT (-164.5 65.5),-5.665851593017578,-20.58238,12.408087
2856,POINT (-164.5 66.5),-5.912092844645183,-20.463402,9.701102
2857,POINT (-164.5 67.5),-6.5347340901692705,-21.24708,9.340778
2858,POINT (-164.5 68.5),-8.185505549112955,-24.209936,11.179679
2880,POINT (-163.5 -89.5),-48.13280741373698,-58.672585,-27.029728
2881,POINT (-163.5 -88.5),-48.75896708170573,-58.816353,-29.63408
2882,POINT (-163.5 -87.5),-44.39153544108073,-54.079357,-27.10949
2883,POINT (-163.5 -86.5),-35.452283223470054,-44.96081,-19.628637
2884,POINT (-163.5 -85.5),-28.29552968343099,-37.919796,-13.334126
2885,POINT (-163.5 -84.5),-22.61028289794922,-32.66197,-7.736824
2886,POINT (-163.5 -83.5),-24.0469487508138,-34.828888,-8.241054
2887,POINT (-163.5 -82.5),-25.52362314860026,-37.106335,-8.62682
2888,POINT (-163.5 -81.5),-26.32746124267578,-38.59542,-9.090997
2889,POINT (-163.5 -80.5),-26.649246215820312,-39.34525,-9.867723
2890,POINT (-163.5 -79.5),-26.322118123372395,-39.12722,-10.417626
2891,POINT (-163.5 -78.5),-24.34759521484375,-37.57528,-8.029641
3024,POINT (-163.5 54.5),3.5750296910603843,-1.3774964,10.337875
3025,POINT (-163.5 55.5),3.282371203104655,-2.201751,10.232382
3029,POINT (-163.5 59.5),-0.6153116226196289,-10.14598,9.907647
3030,POINT (-163.5 60.5),-1.4886471430460613,-14.438156,12.621512
3031,POINT (-163.5 61.5),-1.8647565841674805,-15.437368,13.015332
3032,POINT (-163.5 62.5),-2.4410929679870605,-16.465012,13.237015
3033,POINT (-163.5 63.5),-2.844537099202474,-14.706314,9.876532
3034,POINT (-163.5 64.5),-3.633821169535319,-16.693443,11.028498
3035,POINT (-163.5 65.5),-6.091475168863933,-21.136372,12.131738
3036,POINT (-163.5 66.5),-5.630791982014974,-19.87253,9.660447
3037,POINT (-163.5 67.5),-6.7611745198567705,-22.015612,11.358765
3038,POINT (-163.5 68.5),-9.073007583618164,-25.134115,10.740144
3039,POINT (-163.5 69.5),-9.700908660888672,-26.142834,7.924058
3060,POINT (-162.5 -89.5),-48.121246337890625,-58.66407,-26.99313
3061,POINT (-162.5 -88.5),-48.710968017578125,-58.762115,-29.574394
3062,POINT (-162.5 -87.5),-44.37720743815104,-54.048115,-27.094168
3063,POINT (-162.5 -86.5),-35.5359853108724,-45.01957,-19.71016
3064,POINT (-162.5 -85.5),-25.51446533203125,-35.117493,-10.521293
3065,POINT (-162.5 -84.5),-22.63592783610026,-32.677807,-7.675068
3066,POINT (-162.5 -83.5),-23.97821299235026,-34.73003,-8.1138
3067,POINT (-162.5 -82.5),-25.33739725748698,-36.815746,-8.563074
3068,POINT (-162.5 -81.5),-26.015775044759113,-38.075363,-9.190061
3069,POINT (-162.5 -80.5),-26.28626251220703,-38.785995,-9.839802
3070,POINT (-162.5 -79.5),-26.43177032470703,-39.056576,-10.758666
3071,POINT (-162.5 -78.5),-24.07813008626302,-36.811855,-8.590332
3205,POINT (-162.5 55.5),3.0536362330118814,-2.8630705,10.712661
3210,POINT (-162.5 60.5),-1.4242099126180012,-14.461391,12.808246
3211,POINT (-162.5 61.5),-1.8805778821309407,-15.56569,12.97299
3212,POINT (-162.5 62.5),-3.0090662638346353,-17.699142,13.039032
3213,POINT (-162.5 63.5),-2.8945789337158203,-15.098656,10.554432
3214,POINT (-162.5 64.5),-3.797224680582682,-16.678505,10.54958
3215,POINT (-162.5 65.5),-5.529445648193359,-20.789047,12.812702
3216,POINT (-162.5 66.5),-5.477933883666992,-19.674475,10.083067
3217,POINT (-162.5 67.5),-6.489407857259114,-22.215233,13.305867
3218,POINT (-162.5 68.5),-9.473827362060547,-25.42233,10.478561
3219,POINT (-162.5 69.5),-9.966418584187826,-26.966583,9.817622
3220,POINT (-162.5 70.5),-11.436692555745443,-27.8314,4.7406187
3240,POINT (-161.5 -89.5),-48.111419677734375,-58.655506,-26.966156
3241,POINT (-161.5 -88.5),-48.66271464029948,-58.718174,-29.468626
3242,POINT (-161.5 -87.5),-44.32441711425781,-53.988792,-26.993677
3243,POINT (-161.5 -86.5),-35.49580383300781,-44.964848,-19.618952
3244,POINT (-161.5 -85.5),-25.135508219401043,-34.728462,-10.0563345
3245,POINT (-161.5 -84.5),-22.653462727864582,-32.698284,-7.5423803
3246,POINT (-161.5 -83.5),-23.90276845296224,-34.64338,-7.90078
3247,POINT (-161.5 -82.5),-25.142743428548176,-36.5113,-8.506355
3248,POINT (-161.5 -81.5),-25.678375244140625,-37.529022,-9.2271
3249,POINT (-161.5 -80.5),-25.901997884114582,-38.208084,-9.73999
3250,POINT (-161.5 -79.5),-26.274454752604168,-38.74134,-10.754459
3251,POINT (-161.5 -78.5),-23.716779073079426,-35.908386,-9.098918
3252,POINT (-161.5 -77.5),-21.79601796468099,-36.36029,-2.5917258
3385,POINT (-161.5 55.5),3.3920103708902993,-2.9533508,11.372783
3388,POINT (-161.5 58.5),0.5053986310958862,-7.9742265,10.261433
3389,POINT (-161.5 59.5),-0.8574259281158447,-11.824359,11.386798
3390,POINT (-161.5 60.5),-1.2066397666931152,-14.247707,12.964018
3391,POINT (-161.5 61.5),-1.9075506528218586,-15.761479,12.910653
3392,POINT (-161.5 62.5),-3.334069569905599,-18.334616,12.768047
3393,POINT (-161.5 63.5),-3.4431915283203125,-16.361612,11.568809
3394,POINT (-161.5 64.5),-3.019862174987793,-16.128382,11.827176
3395,POINT (-161.5 65.5),-4.812122980753581,-20.44305,13.689433
3396,POINT (-161.5 66.5),-5.340094884236653,-20.079306,12.135182
3397,POINT (-161.5 67.5),-7.519886652628581,-23.381775,12.401389
3398,POINT (-161.5 68.5),-9.380928675333658,-25.081566,10.529385
3399,POINT (-161.5 69.5),-10.151626586914062,-27.411747,11.002943
3400,POINT (-161.5 70.5),-11.391831715901693,-28.00158,5.7761264
3420,POINT (-160.5 -89.5),-48.10241190592448,-58.642357,-26.964127
3421,POINT (-160.5 -88.5),-48.61207071940104,-58.672157,-29.358162
3422,POINT (-160.5 -87.5),-44.24693806966146,-53.91497,-26.822706
3423,POINT (-160.5 -86.5),-35.20683288574219,-44.669743,-19.238907
3424,POINT (-160.5 -85.5),-24.76556905110677,-34.354633,-9.568239
3425,POINT (-160.5 -84.5),-22.673739115397137,-32.73113,-7.373918
3426,POINT (-160.5 -83.5),-23.82152811686198,-34.54984,-7.6510706
3427,POINT (-160.5 -82.5),-24.927769978841145,-36.15845,-8.525225
3428,POINT (-160.5 -81.5),-25.322725931803387,-36.981663,-9.153065
3429,POINT (-160.5 -80.5),-25.50140889485677,-37.615417,-9.584124
3430,POINT (-160.5 -79.5),-25.64544169108073,-37.965385,-10.245422
3431,POINT (-160.5 -78.5),-23.382049560546875,-35.276222,-9.208348
3432,POINT (-160.5 -77.5),-21.542037963867188,-35.52781,-3.5154552
3565,POINT (-160.5 55.5),3.2406129837036133,-2.5698664,11.046983
3566,POINT (-160.5 56.5),2.6760546366373696,-3.7835379,10.748371
3568,POINT (-160.5 58.5),0.6889539559682211,-7.5150023,10.138773
3569,POINT (-160.5 59.5),-1.673478126525879,-13.843293,11.3841095
3570,POINT (-160.5 60.5),-2.010753949483236,-14.811808,11.867851
3571,POINT (-160.5 61.5),-1.7453266779581706,-15.719637,13.017922
3572,POINT (-160.5 62.5),-2.5979894002278647,-17.78197,13.449744
3573,POINT (-160.5 63.5),-3.835198720296224,-18.517237,12.488778
3574,POINT (-160.5 64.5),-4.033613204956055,-18.479498,12.583118
3575,POINT (-160.5 65.5),-4.668293317159017,-20.693195,13.95109
3576,POINT (-160.5 66.5),-5.452752431233724,-21.129866,13.495643
3577,POINT (-160.5 67.5),-7.5289255777994795,-23.340622,12.308126
3578,POINT (-160.5 68.5),-9.844158808390299,-25.274342,9.972568
3579,POINT (-160.5 69.5),-10.242790857950846,-27.286667,10.763469
3580,POINT (-160.5 70.5),-11.361625671386719,-28.280107,7.0443287
3600,POINT (-159.5 -89.5),-48.0953114827474,-58.630013,-26.963726
