latitude,longitude,country_code
-89.5,-179.5,
-88.5,-179.5,
-87.5,-179.5,
-86.5,-179.5,
-85.5,-179.5,
-84.5,-179.5,
-83.5,-179.5,
-82.5,-179.5,
-81.5,-179.5,
-80.5,-179.5,
-79.5,-179.5,
-78.5,-179.5,
65.5,-179.5,RU
66.5,-179.5,RU
67.5,-179.5,RU
68.5,-179.5,RU
70.5,-179.5,
71.5,-179.5,RU
-89.5,-178.5,
-88.5,-178.5,
-87.5,-178.5,
-86.5,-178.5,
-85.5,-178.5,
-84.5,-178.5,
-83.5,-178.5,
-82.5,-178.5,
-81.5,-178.5,
-80.5,-178.5,
-79.5,-178.5,
-78.5,-178.5,
65.5,-178.5,RU
66.5,-178.5,RU
67.5,-178.5,RU
68.5,-178.5,RU
71.5,-178.5,RU
-89.5,-177.5,
-88.5,-177.5,
-87.5,-177.5,
-86.5,-177.5,
-85.5,-177.5,
-84.5,-177.5,
-83.5,-177.5,
-82.5,-177.5,
-81.5,-177.5,
-80.5,-177.5,
-79.5,-177.5,
-78.5,-177.5,
51.5,-177.5,
65.5,-177.5,RU
66.5,-177.5,RU
67.5,-177.5,RU
68.5,-177.5,
71.5,-177.5,
-89.5,-176.5,
-88.5,-176.5,
-87.5,-176.5,
-86.5,-176.5,
-85.5,-176.5,
-84.5,-176.5,
-83.5,-176.5,
-82.5,-176.5,
-81.5,-176.5,
-80.5,-176.5,
-79.5,-176.5,
-78.5,-176.5,
-43.5,-176.5,
51.5,-176.5,
65.5,-176.5,
66.5,-176.5,RU
67.5,-176.5,RU
-89.5,-175.5,
-88.5,-175.5,
-87.5,-175.5,
-86.5,-175.5,
-85.5,-175.5,
-84.5,-175.5,
-83.5,-175.5,
-82.5,-175.5,
-81.5,-175.5,
-80.5,-175.5,
-79.5,-175.5,
-78.5,-175.5,
64.5,-175.5,
65.5,-175.5,RU
66.5,-175.5,RU
67.5,-175.5,RU
-89.5,-174.5,
-88.5,-174.5,
-87.5,-174.5,
-86.5,-174.5,
-85.5,-174.5,
-84.5,-174.5,
-83.5,-174.5,
-82.5,-174.5,
-81.5,-174.5,
-80.5,-174.5,
-79.5,-174.5,
-78.5,-174.5,
52.5,-174.5,
64.5,-174.5,
65.5,-174.5,RU
66.5,-174.5,RU
67.5,-174.5,
-89.5,-173.5,
-88.5,-173.5,
-87.5,-173.5,
-86.5,-173.5,
-85.5,-173.5,
-84.5,-173.5,
-83.5,-173.5,
-82.5,-173.5,
-81.5,-173.5,
-80.5,-173.5,
-79.5,-173.5,
-78.5,-173.5,
64.5,-173.5,RU
65.5,-173.5,RU
66.5,-173.5,RU
67.5,-173.5,
-89.5,-172.5,
-88.5,-172.5,
-87.5,-172.5,
-86.5,-172.5,
-85.5,-172.5,
-84.5,-172.5,
-83.5,-172.5,
-82.5,-172.5,
-81.5,-172.5,
-80.5,-172.5,
-79.5,-172.5,
-78.5,-172.5,
-13.5,-172.5,WS
60.5,-172.5,
64.5,-172.5,RU
65.5,-172.5,RU
66.5,-172.5,RU
-89.5,-171.5,
-88.5,-171.5,
-87.5,-171.5,
-86.5,-171.5,
-85.5,-171.5,
-84.5,-171.5,
-83.5,-171.5,
-82.5,-171.5,
-81.5,-171.5,
-80.5,-171.5,
-79.5,-171.5,
-78.5,-171.5,
-13.5,-171.5,
63.5,-171.5,US
65.5,-171.5,
66.5,-171.5,RU
-89.5,-170.5,
-88.5,-170.5,
-87.5,-170.5,
-86.5,-170.5,
-85.5,-170.5,
-84.5,-170.5,
-83.5,-170.5,
-82.5,-170.5,
-81.5,-170.5,
-80.5,-170.5,
-79.5,-170.5,
-78.5,-170.5,
63.5,-170.5,US
65.5,-170.5,
66.5,-170.5,
-89.5,-169.5,
-88.5,-169.5,
-87.5,-169.5,
-86.5,-169.5,
-85.5,-169.5,
-84.5,-169.5,
-83.5,-169.5,
-82.5,-169.5,
-81.5,-169.5,
-80.5,-169.5,
-79.5,-169.5,
-78.5,-169.5,
63.5,-169.5,
66.5,-169.5,
-89.5,-168.5,
-88.5,-168.5,
-87.5,-168.5,
-86.5,-168.5,
-85.5,-168.5,
-84.5,-168.5,
-83.5,-168.5,
-82.5,-168.5,
-81.5,-168.5,
-80.5,-168.5,
-79.5,-168.5,
-78.5,-168.5,
53.5,-168.5,
-89.5,-167.5,
-88.5,-167.5,
-87.5,-167.5,
-86.5,-167.5,
-85.5,-167.5,
-84.5,-167.5,
-83.5,-167.5,
-82.5,-167.5,
-81.5,-167.5,
-80.5,-167.5,
-79.5,-167.5,
-78.5,-167.5,
53.5,-167.5,
60.5,-167.5,
65.5,-167.5,US
-89.5,-166.5,
-88.5,-166.5,
-87.5,-166.5,
-86.5,-166.5,
-85.5,-166.5,
-84.5,-166.5,
-83.5,-166.5,
-82.5,-166.5,
-81.5,-166.5,
-80.5,-166.5,
-79.5,-166.5,
-78.5,-166.5,
53.5,-166.5,
59.5,-166.5,
60.5,-166.5,
64.5,-166.5,
65.5,-166.5,US
66.5,-166.5,
68.5,-166.5,
-89.5,-165.5,
-88.5,-165.5,
-87.5,-165.5,
-86.5,-165.5,
-85.5,-165.5,
-84.5,-165.5,
-83.5,-165.5,
-82.5,-165.5,
-81.5,-165.5,
-80.5,-165.5,
-79.5,-165.5,
-78.5,-165.5,
54.5,-165.5,
60.5,-165.5,
61.5,-165.5,US
62.5,-165.5,
64.5,-165.5,
65.5,-165.5,US
66.5,-165.5,
68.5,-165.5,US
-89.5,-164.5,
-88.5,-164.5,
-87.5,-164.5,
-86.5,-164.5,
-85.5,-164.5,
-84.5,-164.5,
-83.5,-164.5,
-82.5,-164.5,
-81.5,-164.5,
-80.5,-164.5,
-79.5,-164.5,
-78.5,-164.5,
54.5,-164.5,US
60.5,-164.5,US
61.5,-164.5,US
62.5,-164.5,US
63.5,-164.5,
64.5,-164.5,
65.5,-164.5,US
66.5,-164.5,US
67.5,-164.5,
68.5,-164.5,US
-89.5,-163.5,
-88.5,-163.5,
-87.5,-163.5,
-86.5,-163.5,
-85.5,-163.5,
-84.5,-163.5,
-83.5,-163.5,
-82.5,-163.5,
-81.5,-163.5,
-80.5,-163.5,
-79.5,-163.5,
-78.5,-163.5,
54.5,-163.5,
55.5,-163.5,
59.5,-163.5,
60.5,-163.5,US
61.5,-163.5,US
62.5,-163.5,US
63.5,-163.5,
64.5,-163.5,
65.5,-163.5,US
66.5,-163.5,
67.5,-163.5,US
68.5,-163.5,US
69.5,-163.5,
-89.5,-162.5,
-88.5,-162.5,
-87.5,-162.5,
-86.5,-162.5,
-85.5,-162.5,
-84.5,-162.5,
-83.5,-162.5,
-82.5,-162.5,
-81.5,-162.5,
-80.5,-162.5,
-79.5,-162.5,
-78.5,-162.5,
55.5,-162.5,
60.5,-162.5,US
61.5,-162.5,US
62.5,-162.5,US
63.5,-162.5,
64.5,-162.5,
65.5,-162.5,US
66.5,-162.5,
67.5,-162.5,US
68.5,-162.5,US
69.5,-162.5,US
70.5,-162.5,
-89.5,-161.5,
-88.5,-161.5,
-87.5,-161.5,
-86.5,-161.5,
-85.5,-161.5,
-84.5,-161.5,
-83.5,-161.5,
-82.5,-161.5,
-81.5,-161.5,
-80.5,-161.5,
-79.5,-161.5,
-78.5,-161.5,
-77.5,-161.5,
55.5,-161.5,
58.5,-161.5,
59.5,-161.5,US
60.5,-161.5,US
61.5,-161.5,US
62.5,-161.5,US
63.5,-161.5,
64.5,-161.5,
65.5,-161.5,US
66.5,-161.5,
67.5,-161.5,US
68.5,-161.5,US
69.5,-161.5,US
70.5,-161.5,
-89.5,-160.5,
-88.5,-160.5,
-87.5,-160.5,
-86.5,-160.5,
-85.5,-160.5,
-84.5,-160.5,
-83.5,-160.5,
-82.5,-160.5,
-81.5,-160.5,
-80.5,-160.5,
-79.5,-160.5,
-78.5,-160.5,
-77.5,-160.5,
55.5,-160.5,US
56.5,-160.5,
58.5,-160.5,
59.5,-160.5,US
60.5,-160.5,US
61.5,-160.5,US
62.5,-160.5,US
63.5,-160.5,US
64.5,-160.5,US
65.5,-160.5,US
66.5,-160.5,
67.5,-160.5,US
68.5,-160.5,US
69.5,-160.5,US
70.5,-160.5,
-89.5,-159.5,
-88.5,-159.5,
-87.5,-159.5,
-86.5,-159.5,
-85.5,-159.5,
-84.5,-159.5,
-83.5,-159.5,
-82.5,-159.5,
-81.5,-159.5,
-80.5,-159.5,
-79.5,-159.5,
-78.5,-159.5,
-77.5,-159.5,
22.5,-159.5,
55.5,-159.5,
56.5,-159.5,US
58.5,-159.5,
59.5,-159.5,US
60.5,-159.5,US
61.5,-159.5,US
62.5,-159.5,US
63.5,-159.5,US
64.5,-159.5,US
65.5,-159.5,US
66.5,-159.5,US
67.5,-159.5,US
68.5,-159.5,US
69.5,-159.5,US
70.5,-159.5,
-89.5,-158.5,
-88.5,-158.5,
-87.5,-158.5,
-86.5,-158.5,
-85.5,-158.5,
-84.5,-158.5,
-83.5,-158.5,
-82.5,-158.5,
-81.5,-158.5,
-80.5,-158.5,
-79.5,-158.5,
-78.5,-158.5,
-77.5,-158.5,
21.5,-158.5,
56.5,-158.5,US
57.5,-158.5,
58.5,-158.5,
59.5,-158.5,US
60.5,-158.5,US
61.5,-158.5,US
62.5,-158.5,US
63.5,-158.5,US
64.5,-158.5,US
65.5,-158.5,US
66.5,-158.5,US
67.5,-158.5,US
68.5,-158.5,US
69.5,-158.5,US
70.5,-158.5,US
-89.5,-157.5,
-88.5,-157.5,
-87.5,-157.5,
-86.5,-157.5,
-85.5,-157.5,
-84.5,-157.5,
-83.5,-157.5,
-82.5,-157.5,
-81.5,-157.5,
-80.5,-157.5,
-79.5,-157.5,
-78.5,-157.5,
-77.5,-157.5,
21.5,-157.5,
56.5,-157.5,
57.5,-157.5,
58.5,-157.5,
59.5,-157.5,US
60.5,-157.5,US
61.5,-157.5,US
62.5,-157.5,US
63.5,-157.5,US
64.5,-157.5,US
65.5,-157.5,US
66.5,-157.5,US
67.5,-157.5,US
68.5,-157.5,US
69.5,-157.5,US
70.5,-157.5,US
-89.5,-156.5,
-88.5,-156.5,
-87.5,-156.5,
-86.5,-156.5,
-85.5,-156.5,
-84.5,-156.5,
-83.5,-156.5,
-82.5,-156.5,
-81.5,-156.5,
-80.5,-156.5,
-79.5,-156.5,
-78.5,-156.5,
-77.5,-156.5,
20.5,-156.5,
57.5,-156.5,US
58.5,-156.5,US
59.5,-156.5,US
60.5,-156.5,US
61.5,-156.5,US
62.5,-156.5,US
63.5,-156.5,US
64.5,-156.5,US
65.5,-156.5,US
66.5,-156.5,US
67.5,-156.5,US
68.5,-156.5,US
69.5,-156.5,US
70.5,-156.5,US
71.5,-156.5,
-89.5,-155.5,
-88.5,-155.5,
-87.5,-155.5,
-86.5,-155.5,
-85.5,-155.5,
-84.5,-155.5,
-83.5,-155.5,
-82.5,-155.5,
-81.5,-155.5,
-80.5,-155.5,
-79.5,-155.5,
-78.5,-155.5,
-77.5,-155.5,
19.5,-155.5,US
20.5,-155.5,
57.5,-155.5,
58.5,-155.5,US
59.5,-155.5,US
60.5,-155.5,US
61.5,-155.5,US
62.5,-155.5,US
63.5,-155.5,US
64.5,-155.5,US
65.5,-155.5,US
66.5,-155.5,US
67.5,-155.5,US
68.5,-155.5,US
69.5,-155.5,US
70.5,-155.5,US
71.5,-155.5,
-89.5,-154.5,
-88.5,-154.5,
-87.5,-154.5,
-86.5,-154.5,
-85.5,-154.5,
-84.5,-154.5,
-83.5,-154.5,
-82.5,-154.5,
-81.5,-154.5,
-80.5,-154.5,
-79.5,-154.5,
-78.5,-154.5,
-77.5,-154.5,
56.5,-154.5,
57.5,-154.5,US
58.5,-154.5,US
59.5,-154.5,US
60.5,-154.5,US
61.5,-154.5,US
62.5,-154.5,US
63.5,-154.5,US
64.5,-154.5,US
65.5,-154.5,US
66.5,-154.5,US
67.5,-154.5,US
68.5,-154.5,US
69.5,-154.5,US
70.5,-154.5,US
-89.5,-153.5,
-88.5,-153.5,
-87.5,-153.5,
-86.5,-153.5,
-85.5,-153.5,
-84.5,-153.5,
-83.5,-153.5,
-82.5,-153.5,
-81.5,-153.5,
-80.5,-153.5,
-79.5,-153.5,
-78.5,-153.5,
-77.5,-153.5,
57.5,-153.5,US
58.5,-153.5,
59.5,-153.5,
60.5,-153.5,US
61.5,-153.5,US
62.5,-153.5,US
63.5,-153.5,US
64.5,-153.5,US
65.5,-153.5,US
66.5,-153.5,US
67.5,-153.5,US
68.5,-153.5,US
69.5,-153.5,US
70.5,-153.5,US
-89.5,-152.5,
-88.5,-152.5,
-87.5,-152.5,
-86.5,-152.5,
-85.5,-152.5,
-84.5,-152.5,
-83.5,-152.5,
-82.5,-152.5,
-81.5,-152.5,
-80.5,-152.5,
-79.5,-152.5,
-78.5,-152.5,
-77.5,-152.5,
57.5,-152.5,US
58.5,-152.5,US
60.5,-152.5,US
61.5,-152.5,US
62.5,-152.5,US
63.5,-152.5,US
64.5,-152.5,US
65.5,-152.5,US
66.5,-152.5,US
67.5,-152.5,US
68.5,-152.5,US
69.5,-152.5,US
70.5,-152.5,US
-89.5,-151.5,
-88.5,-151.5,
-87.5,-151.5,
-86.5,-151.5,
-85.5,-151.5,
-84.5,-151.5,
-83.5,-151.5,
-82.5,-151.5,
-81.5,-151.5,
-80.5,-151.5,
-79.5,-151.5,
-78.5,-151.5,
-77.5,-151.5,
-76.5,-151.5,
59.5,-151.5,
60.5,-151.5,
61.5,-151.5,US
62.5,-151.5,US
63.5,-151.5,US
64.5,-151.5,US
65.5,-151.5,US
66.5,-151.5,US
67.5,-151.5,US
68.5,-151.5,US
69.5,-151.5,US
70.5,-151.5,
-89.5,-150.5,
-88.5,-150.5,
-87.5,-150.5,
-86.5,-150.5,
-85.5,-150.5,
-84.5,-150.5,
-83.5,-150.5,
-82.5,-150.5,
-81.5,-150.5,
-80.5,-150.5,
-79.5,-150.5,
-78.5,-150.5,
-77.5,-150.5,
-76.5,-150.5,
59.5,-150.5,US
60.5,-150.5,US
61.5,-150.5,US
62.5,-150.5,US
63.5,-150.5,US
64.5,-150.5,US
65.5,-150.5,US
66.5,-150.5,US
67.5,-150.5,US
68.5,-150.5,US
69.5,-150.5,US
70.5,-150.5,US
-89.5,-149.5,
-88.5,-149.5,
-87.5,-149.5,
-86.5,-149.5,
-85.5,-149.5,
-84.5,-149.5,
-83.5,-149.5,
-82.5,-149.5,
-81.5,-149.5,
-80.5,-149.5,
-79.5,-149.5,
-78.5,-149.5,
-77.5,-149.5,
-76.5,-149.5,
-17.5,-149.5,PF
59.5,-149.5,
60.5,-149.5,US
61.5,-149.5,
62.5,-149.5,US
63.5,-149.5,US
64.5,-149.5,US
65.5,-149.5,US
66.5,-149.5,US
67.5,-149.5,US
68.5,-149.5,US
69.5,-149.5,US
70.5,-149.5,US
-89.5,-148.5,
-88.5,-148.5,
-87.5,-148.5,
-86.5,-148.5,
-85.5,-148.5,
-84.5,-148.5,
-83.5,-148.5,
-82.5,-148.5,
-81.5,-148.5,
-80.5,-148.5,
-79.5,-148.5,
-78.5,-148.5,
-77.5,-148.5,
-76.5,-148.5,
60.5,-148.5,US
61.5,-148.5,US
62.5,-148.5,US
63.5,-148.5,US
64.5,-148.5,US
65.5,-148.5,US
66.5,-148.5,US
67.5,-148.5,US
68.5,-148.5,US
69.5,-148.5,US
70.5,-148.5,
-89.5,-147.5,
-88.5,-147.5,
-87.5,-147.5,
-86.5,-147.5,
-85.5,-147.5,
-84.5,-147.5,
-83.5,-147.5,
-82.5,-147.5,
-81.5,-147.5,
-80.5,-147.5,
-79.5,-147.5,
-78.5,-147.5,
-77.5,-147.5,
-76.5,-147.5,
59.5,-147.5,
60.5,-147.5,
61.5,-147.5,US
62.5,-147.5,US
63.5,-147.5,US
64.5,-147.5,US
65.5,-147.5,US
66.5,-147.5,US
67.5,-147.5,US
68.5,-147.5,US
69.5,-147.5,US
70.5,-147.5,
-89.5,-146.5,
-88.5,-146.5,
-87.5,-146.5,
-86.5,-146.5,
-85.5,-146.5,
-84.5,-146.5,
-83.5,-146.5,
-82.5,-146.5,
-81.5,-146.5,
-80.5,-146.5,
-79.5,-146.5,
-78.5,-146.5,
-77.5,-146.5,
-76.5,-146.5,
60.5,-146.5,
61.5,-146.5,US
62.5,-146.5,US
63.5,-146.5,US
64.5,-146.5,US
65.5,-146.5,US
66.5,-146.5,US
67.5,-146.5,US
68.5,-146.5,US
69.5,-146.5,US
70.5,-146.5,
-89.5,-145.5,
-88.5,-145.5,
-87.5,-145.5,
-86.5,-145.5,
-85.5,-145.5,
-84.5,-145.5,
-83.5,-145.5,
-82.5,-145.5,
-81.5,-145.5,
-80.5,-145.5,
-79.5,-145.5,
-78.5,-145.5,
-77.5,-145.5,
-76.5,-145.5,
-75.5,-145.5,
60.5,-145.5,US
61.5,-145.5,US
62.5,-145.5,US
63.5,-145.5,US
64.5,-145.5,US
65.5,-145.5,US
66.5,-145.5,US
67.5,-145.5,US
68.5,-145.5,US
69.5,-145.5,US
70.5,-145.5,
-89.5,-144.5,
-88.5,-144.5,
-87.5,-144.5,
-86.5,-144.5,
-85.5,-144.5,
-84.5,-144.5,
-83.5,-144.5,
-82.5,-144.5,
-81.5,-144.5,
-80.5,-144.5,
-79.5,-144.5,
-78.5,-144.5,
-77.5,-144.5,
-76.5,-144.5,
-75.5,-144.5,
60.5,-144.5,US
61.5,-144.5,US
62.5,-144.5,US
63.5,-144.5,US
64.5,-144.5,US
65.5,-144.5,US
66.5,-144.5,US
67.5,-144.5,US
68.5,-144.5,US
69.5,-144.5,US
-89.5,-143.5,
-88.5,-143.5,
-87.5,-143.5,
-86.5,-143.5,
-85.5,-143.5,
-84.5,-143.5,
-83.5,-143.5,
-82.5,-143.5,
-81.5,-143.5,
-80.5,-143.5,
-79.5,-143.5,
-78.5,-143.5,
-77.5,-143.5,
-76.5,-143.5,
-75.5,-143.5,
60.5,-143.5,US
61.5,-143.5,US
62.5,-143.5,US
63.5,-143.5,US
64.5,-143.5,US
65.5,-143.5,US
66.5,-143.5,US
67.5,-143.5,US
68.5,-143.5,US
69.5,-143.5,US
70.5,-143.5,
-89.5,-142.5,
-88.5,-142.5,
-87.5,-142.5,
-86.5,-142.5,
-85.5,-142.5,
-84.5,-142.5,
-83.5,-142.5,
-82.5,-142.5,
-81.5,-142.5,
-80.5,-142.5,
-79.5,-142.5,
-78.5,-142.5,
-77.5,-142.5,
-76.5,-142.5,
-75.5,-142.5,
60.5,-142.5,US
61.5,-142.5,US
62.5,-142.5,US
63.5,-142.5,US
64.5,-142.5,US
65.5,-142.5,US
66.5,-142.5,US
67.5,-142.5,US
68.5,-142.5,US
69.5,-142.5,US
-89.5,-141.5,
-88.5,-141.5,
-87.5,-141.5,
-86.5,-141.5,
-85.5,-141.5,
-84.5,-141.5,
-83.5,-141.5,
-82.5,-141.5,
-81.5,-141.5,
-80.5,-141.5,
-79.5,-141.5,
-78.5,-141.5,
-77.5,-141.5,
-76.5,-141.5,
-75.5,-141.5,
59.5,-141.5,
60.5,-141.5,US
61.5,-141.5,US
62.5,-141.5,US
63.5,-141.5,US
64.5,-141.5,US
65.5,-141.5,US
66.5,-141.5,US
67.5,-141.5,US
68.5,-141.5,US
69.5,-141.5,US
-89.5,-140.5,
-88.5,-140.5,
-87.5,-140.5,
-86.5,-140.5,
-85.5,-140.5,
-84.5,-140.5,
-83.5,-140.5,
-82.5,-140.5,
-81.5,-140.5,
-80.5,-140.5,
-79.5,-140.5,
-78.5,-140.5,
-77.5,-140.5,
-76.5,-140.5,
-75.5,-140.5,
59.5,-140.5,
60.5,-140.5,CA
61.5,-140.5,CA
62.5,-140.5,CA
63.5,-140.5,CA
64.5,-140.5,CA
65.5,-140.5,CA
66.5,-140.5,CA
67.5,-140.5,CA
68.5,-140.5,CA
69.5,-140.5,CA
-89.5,-139.5,
-88.5,-139.5,
-87.5,-139.5,
-86.5,-139.5,
-85.5,-139.5,
-84.5,-139.5,
-83.5,-139.5,
-82.5,-139.5,
-81.5,-139.5,
-80.5,-139.5,
-79.5,-139.5,
-78.5,-139.5,
-77.5,-139.5,
-76.5,-139.5,
-75.5,-139.5,
-74.5,-139.5,
59.5,-139.5,US
60.5,-139.5,CA
61.5,-139.5,CA
62.5,-139.5,CA
63.5,-139.5,CA
64.5,-139.5,CA
65.5,-139.5,CA
66.5,-139.5,CA
67.5,-139.5,CA
68.5,-139.5,CA
69.5,-139.5,CA
-89.5,-138.5,
-88.5,-138.5,
-87.5,-138.5,
-86.5,-138.5,
-85.5,-138.5,
-84.5,-138.5,
-83.5,-138.5,
-82.5,-138.5,
-81.5,-138.5,
-80.5,-138.5,
-79.5,-138.5,
-78.5,-138.5,
-77.5,-138.5,
-76.5,-138.5,
-75.5,-138.5,
-74.5,-138.5,
59.5,-138.5,US
60.5,-138.5,CA
61.5,-138.5,CA
62.5,-138.5,CA
63.5,-138.5,CA
64.5,-138.5,CA
65.5,-138.5,CA
66.5,-138.5,CA
67.5,-138.5,CA
68.5,-138.5,CA
69.5,-138.5,
-89.5,-137.5,
-88.5,-137.5,
-87.5,-137.5,
-86.5,-137.5,
-85.5,-137.5,
-84.5,-137.5,
-83.5,-137.5,
-82.5,-137.5,
-81.5,-137.5,
-80.5,-137.5,
-79.5,-137.5,
-78.5,-137.5,
-77.5,-137.5,
-76.5,-137.5,
-75.5,-137.5,
-74.5,-137.5,
58.5,-137.5,
59.5,-137.5,CA
60.5,-137.5,CA
61.5,-137.5,CA
62.5,-137.5,CA
63.5,-137.5,CA
64.5,-137.5,CA
65.5,-137.5,CA
66.5,-137.5,CA
67.5,-137.5,CA
68.5,-137.5,CA
-89.5,-136.5,
-88.5,-136.5,
-87.5,-136.5,
-86.5,-136.5,
-85.5,-136.5,
-84.5,-136.5,
-83.5,-136.5,
-82.5,-136.5,
-81.5,-136.5,
-80.5,-136.5,
-79.5,-136.5,
-78.5,-136.5,
-77.5,-136.5,
-76.5,-136.5,
-75.5,-136.5,
-74.5,-136.5,
57.5,-136.5,
58.5,-136.5,US
59.5,-136.5,CA
60.5,-136.5,CA
61.5,-136.5,CA
62.5,-136.5,CA
63.5,-136.5,CA
64.5,-136.5,CA
65.5,-136.5,CA
66.5,-136.5,CA
67.5,-136.5,CA
68.5,-136.5,CA
-89.5,-135.5,
-88.5,-135.5,
-87.5,-135.5,
-86.5,-135.5,
-85.5,-135.5,
-84.5,-135.5,
-83.5,-135.5,
-82.5,-135.5,
-81.5,-135.5,
-80.5,-135.5,
-79.5,-135.5,
-78.5,-135.5,
-77.5,-135.5,
-76.5,-135.5,
-75.5,-135.5,
-74.5,-135.5,
56.5,-135.5,
57.5,-135.5,US
58.5,-135.5,US
59.5,-135.5,US
60.5,-135.5,CA
61.5,-135.5,CA
62.5,-135.5,CA
63.5,-135.5,CA
64.5,-135.5,CA
65.5,-135.5,CA
66.5,-135.5,CA
67.5,-135.5,CA
68.5,-135.5,CA
69.5,-135.5,
-89.5,-134.5,
-88.5,-134.5,
-87.5,-134.5,
-86.5,-134.5,
-85.5,-134.5,
-84.5,-134.5,
-83.5,-134.5,
-82.5,-134.5,
-81.5,-134.5,
-80.5,-134.5,
-79.5,-134.5,
-78.5,-134.5,
-77.5,-134.5,
-76.5,-134.5,
-75.5,-134.5,
-74.5,-134.5,
56.5,-134.5,
57.5,-134.5,
58.5,-134.5,US
59.5,-134.5,CA
60.5,-134.5,CA
61.5,-134.5,CA
62.5,-134.5,CA
63.5,-134.5,CA
64.5,-134.5,CA
65.5,-134.5,CA
66.5,-134.5,CA
67.5,-134.5,CA
68.5,-134.5,CA
69.5,-134.5,
-89.5,-133.5,
-88.5,-133.5,
-87.5,-133.5,
-86.5,-133.5,
-85.5,-133.5,
-84.5,-133.5,
-83.5,-133.5,
-82.5,-133.5,
-81.5,-133.5,
-80.5,-133.5,
-79.5,-133.5,
-78.5,-133.5,
-77.5,-133.5,
-76.5,-133.5,
-75.5,-133.5,
-74.5,-133.5,
55.5,-133.5,US
56.5,-133.5,US
57.5,-133.5,
58.5,-133.5,CA
59.5,-133.5,CA
60.5,-133.5,CA
61.5,-133.5,CA
62.5,-133.5,CA
63.5,-133.5,CA
64.5,-133.5,CA
65.5,-133.5,CA
66.5,-133.5,CA
67.5,-133.5,CA
68.5,-133.5,CA
69.5,-133.5,
-89.5,-132.5,
-88.5,-132.5,
-87.5,-132.5,
-86.5,-132.5,
-85.5,-132.5,
-84.5,-132.5,
-83.5,-132.5,
-82.5,-132.5,
-81.5,-132.5,
-80.5,-132.5,
-79.5,-132.5,
-78.5,-132.5,
-77.5,-132.5,
-76.5,-132.5,
-75.5,-132.5,
-74.5,-132.5,
53.5,-132.5,CA
54.5,-132.5,
55.5,-132.5,US
56.5,-132.5,
57.5,-132.5,CA
58.5,-132.5,CA
59.5,-132.5,CA
60.5,-132.5,CA
61.5,-132.5,CA
62.5,-132.5,CA
63.5,-132.5,CA
64.5,-132.5,CA
65.5,-132.5,CA
66.5,-132.5,CA
67.5,-132.5,CA
68.5,-132.5,CA
69.5,-132.5,CA
-89.5,-131.5,
-88.5,-131.5,
-87.5,-131.5,
-86.5,-131.5,
-85.5,-131.5,
-84.5,-131.5,
-83.5,-131.5,
-82.5,-131.5,
-81.5,-131.5,
-80.5,-131.5,
-79.5,-131.5,
-78.5,-131.5,
-77.5,-131.5,
-76.5,-131.5,
-75.5,-131.5,
-74.5,-131.5,
52.5,-131.5,CA
53.5,-131.5,
55.5,-131.5,US
56.5,-131.5,US
57.5,-131.5,CA
58.5,-131.5,CA
59.5,-131.5,CA
60.5,-131.5,CA
61.5,-131.5,CA
62.5,-131.5,CA
63.5,-131.5,CA
64.5,-131.5,CA
65.5,-131.5,CA
66.5,-131.5,CA
67.5,-131.5,CA
68.5,-131.5,CA
69.5,-131.5,
-89.5,-130.5,
-88.5,-130.5,
-87.5,-130.5,
-86.5,-130.5,
-85.5,-130.5,
-84.5,-130.5,
-83.5,-130.5,
-82.5,-130.5,
-81.5,-130.5,
-80.5,-130.5,
-79.5,-130.5,
-78.5,-130.5,
-77.5,-130.5,
-76.5,-130.5,
-75.5,-130.5,
-74.5,-130.5,
53.5,-130.5,
54.5,-130.5,
55.5,-130.5,US
56.5,-130.5,CA
57.5,-130.5,CA
58.5,-130.5,CA
59.5,-130.5,CA
60.5,-130.5,CA
61.5,-130.5,CA
62.5,-130.5,CA
63.5,-130.5,CA
64.5,-130.5,CA
65.5,-130.5,CA
66.5,-130.5,CA
67.5,-130.5,CA
68.5,-130.5,CA
69.5,-130.5,CA
70.5,-130.5,
-89.5,-129.5,
-88.5,-129.5,
-87.5,-129.5,
-86.5,-129.5,
-85.5,-129.5,
-84.5,-129.5,
-83.5,-129.5,
-82.5,-129.5,
-81.5,-129.5,
-80.5,-129.5,
-79.5,-129.5,
-78.5,-129.5,
-77.5,-129.5,
-76.5,-129.5,
-75.5,-129.5,
-74.5,-129.5,
52.5,-129.5,
53.5,-129.5,
54.5,-129.5,CA
55.5,-129.5,CA
56.5,-129.5,CA
57.5,-129.5,CA
58.5,-129.5,CA
59.5,-129.5,CA
60.5,-129.5,CA
61.5,-129.5,CA
62.5,-129.5,CA
63.5,-129.5,CA
64.5,-129.5,CA
65.5,-129.5,CA
66.5,-129.5,CA
67.5,-129.5,CA
68.5,-129.5,CA
69.5,-129.5,CA
70.5,-129.5,
-89.5,-128.5,
-88.5,-128.5,
-87.5,-128.5,
-86.5,-128.5,
-85.5,-128.5,
-84.5,-128.5,
-83.5,-128.5,
-82.5,-128.5,
-81.5,-128.5,
-80.5,-128.5,
-79.5,-128.5,
-78.5,-128.5,
-77.5,-128.5,
-76.5,-128.5,
-75.5,-128.5,
-74.5,-128.5,
50.5,-128.5,
52.5,-128.5,CA
53.5,-128.5,CA
54.5,-128.5,CA
55.5,-128.5,CA
